City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Bourail,NC,-21.5667,165.4833,87.24,63,100,5.37,overcast clouds
453,Moron,AR,-34.6534,-58.6198,74.95,47,0,5.48,clear sky
454,Leiyang,CN,26.4024,112.8591,41.54,86,22,2.39,few clouds
455,Hamilton,US,39.1834,-84.5333,22.39,78,100,12.66,overcast clouds
456,Kavaratti,IN,10.5669,72.642,80.46,72,0,6.67,clear sky
457,Coihaique,CL,-45.5752,-72.0662,63.21,55,67,3.44,broken clouds
458,Grand Gaube,MU,-20.0064,57.6608,80.38,80,100,5.01,overcast clouds
459,Dongsheng,CN,39.8161,109.9776,10.49,53,100,1.86,overcast clouds
460,Ancud,CL,-41.8697,-73.8203,62.13,94,4,2.21,clear sky
461,Molochnoye,RU,59.2917,39.6787,26.71,91,100,12.88,overcast clouds
462,Irece,BR,-11.3042,-41.8558,68.99,89,100,7.14,light rain
463,Oriximina,BR,-1.7656,-55.8661,77.05,83,92,1.52,overcast clouds
464,Molteno,ZA,-31.3968,26.3625,59.79,94,40,8.43,scattered clouds
465,Karcag,HU,47.3167,20.9333,32.22,73,8,4.7,clear sky
466,Fenoarivo Atsinanana,MG,-17.3667,49.4167,76.05,88,65,4.41,broken clouds
467,Vostok,RU,46.4856,135.8833,9.86,89,100,3.29,overcast clouds
468,Visnes,NO,59.3556,5.2242,41.58,87,100,14.97,light rain
469,Rawson,AR,-43.3002,-65.1023,76.19,31,1,19.24,clear sky
470,Skibbereen,IE,51.55,-9.2667,40.8,83,57,9.73,broken clouds
471,Meulaboh,ID,4.1363,96.1285,77.23,86,96,4.12,overcast clouds
472,Wageningen,NL,51.9667,5.6667,52.84,72,100,11.5,overcast clouds
473,Garissa,KE,-0.4536,39.6401,75.87,72,56,7.52,broken clouds
474,Madera,US,37.1666,-119.8343,76.8,44,0,2.3,clear sky
475,Mudgee,AU,-32.5943,149.5871,77.05,44,100,4.61,overcast clouds
476,Banda Aceh,ID,5.5577,95.3222,78.82,76,49,6.33,scattered clouds
477,Asyut,EG,27.181,31.1837,50.18,77,6,7.87,clear sky
478,Tongren,CN,27.7172,109.1853,44.49,80,48,1.43,scattered clouds
479,Poltavka,RU,54.3663,71.7632,-11.52,100,100,3.0,overcast clouds
480,Maurawan,IN,26.4333,80.8833,50.04,67,0,1.54,clear sky
481,Kosh-Agach,RU,50.0,88.6667,-19.32,99,100,1.99,overcast clouds
482,Khuzhir,RU,53.1939,107.3397,-4.72,95,58,12.33,broken clouds
483,Ignalina,LT,55.35,26.1667,28.18,82,100,10.54,overcast clouds
484,Sirvintos,LT,55.05,24.95,31.55,81,100,11.88,overcast clouds
485,Marsh Harbour,BS,26.5412,-77.0636,73.6,87,100,16.37,overcast clouds
486,Korsakov,RU,46.6328,142.7813,22.84,78,95,14.41,overcast clouds
487,Ketchikan,US,55.3422,-131.6461,46.38,87,100,4.61,light rain
488,Mount Isa,AU,-20.7333,139.5,87.57,45,100,12.66,overcast clouds
489,Banbury,GB,52.0602,-1.3403,46.38,93,100,1.01,light rain
490,Portsmouth,GB,50.799,-1.0913,48.11,97,100,13.0,overcast clouds
491,Biltine,TD,14.5333,20.9167,72.93,11,100,16.53,overcast clouds
492,Kirakira,SB,-10.4544,161.9205,79.59,86,100,4.61,light rain
493,Stolac,BA,43.0844,17.9575,45.66,85,100,5.14,overcast clouds
494,Teguldet,RU,57.3064,88.1667,0.16,95,100,10.04,light snow
495,Vilela,PT,41.2251,-7.6034,39.09,83,55,7.96,broken clouds
496,Guantanamo,CU,20.1444,-75.2092,80.17,75,1,2.75,clear sky
497,Marzuq,YE,14.4,46.4667,54.09,51,46,2.8,scattered clouds
498,Revda,RU,56.801,59.9303,14.81,98,100,2.91,overcast clouds
499,Kapuskasing,CA,49.4169,-82.4331,-12.91,83,0,3.44,clear sky
500,Ozinki,RU,51.1786,49.6769,14.74,96,49,9.19,scattered clouds
501,Tingo Maria,PE,-9.2895,-76.0088,67.55,98,71,1.1,moderate rain
502,La Ronge,CA,55.1001,-105.2842,14.25,79,100,6.91,overcast clouds
503,Kaluga,RU,54.5,35.5,26.11,87,80,12.77,broken clouds
504,Saint-Francois,FR,46.4154,3.9054,50.68,62,0,21.85,clear sky
505,Seoul,KR,37.5683,126.9778,38.71,70,0,1.14,clear sky
506,Male,MV,4.1748,73.5089,81.97,74,62,11.68,broken clouds
507,Kawalu,ID,-7.3817,108.2082,77.32,84,95,1.57,overcast clouds
508,Dunedin,NZ,-45.8742,170.5036,61.81,60,60,8.99,broken clouds
509,Palana,RU,59.1167,159.9667,3.97,84,100,6.98,overcast clouds
510,Tahe,CN,52.3333,124.7333,0.63,90,100,3.0,overcast clouds
511,Kunming,CN,25.0389,102.7183,37.33,75,0,2.24,clear sky
512,La Crosse,US,43.8014,-91.2396,10.42,57,100,9.22,overcast clouds
513,Yurino,RU,56.2942,46.3039,16.92,96,100,4.72,overcast clouds
514,Zhumadian,CN,32.9794,114.0294,40.96,74,92,2.21,overcast clouds
515,Vila Franca Do Campo,PT,37.7167,-25.4333,59.2,71,100,4.23,overcast clouds
516,Chitral,PK,35.8462,71.7858,33.87,78,96,5.59,overcast clouds
517,Kungur,RU,57.4368,56.9593,-0.49,100,100,3.76,overcast clouds
518,Bafq,IR,31.6128,55.4107,44.37,48,0,5.61,clear sky
519,Yuyao,CN,30.05,121.1494,46.8,83,11,6.42,few clouds
520,Qaqortoq,GL,60.7167,-46.0333,19.9,95,100,12.33,light snow
521,Digha,IN,21.6833,87.55,59.97,58,6,7.29,clear sky
522,Kouroussa,GN,10.65,-9.8833,72.37,17,4,3.51,clear sky
523,Raghunathpur,IN,23.55,86.6667,57.07,48,1,3.78,clear sky
524,Itarema,BR,-2.9248,-39.9167,79.61,80,28,13.33,scattered clouds
525,Keetmanshoop,NA,-26.5833,18.1333,68.92,83,99,11.5,overcast clouds
526,San Mateo Del Mar,MX,16.2,-95.0,69.75,67,92,42.28,overcast clouds
527,Prince Rupert,CA,54.3161,-130.3201,46.49,76,100,12.66,overcast clouds
528,Trincomalee,LK,8.5711,81.2335,79.34,71,69,11.99,broken clouds
529,Havoysund,NO,70.9963,24.6622,18.48,91,100,7.72,light snow
530,Eufaula,US,31.8913,-85.1455,44.64,36,0,4.61,clear sky
531,Cartagena,CO,10.3997,-75.5144,80.22,78,0,8.05,clear sky
532,Bartica,GY,6.4,-58.6167,75.52,94,74,2.57,broken clouds
533,Ningbo,CN,29.8782,121.5495,46.38,66,0,8.95,clear sky
534,Thessalon,CA,46.2501,-83.5666,0.36,95,11,2.33,few clouds
535,Lazarev,RU,52.225,141.5131,-7.1,97,45,9.48,scattered clouds
536,Burgersdorp,ZA,-30.9977,26.3286,65.73,75,39,9.28,scattered clouds
537,Pivijay,CO,10.4617,-74.6162,82.38,69,5,8.97,clear sky
538,Bonthe,SL,7.5264,-12.505,77.29,90,8,3.83,clear sky
539,Waingapu,ID,-9.6567,120.2641,82.4,75,99,6.82,overcast clouds
540,Watsa,CD,3.0372,29.5355,68.68,47,19,2.51,few clouds
541,Axim,GH,4.8699,-2.2405,78.33,86,100,6.38,overcast clouds
542,Whyalla,AU,-33.0333,137.5833,79.21,53,1,10.58,clear sky
543,Havre,FR,49.5833,0.3333,52.45,93,100,19.3,light intensity drizzle
544,Pacific Grove,US,36.6177,-121.9166,77.4,80,100,5.99,haze
545,Vagur,FO,61.4732,-6.8119,36.46,71,100,31.03,overcast clouds
546,Salalah,OM,17.0151,54.0924,73.49,17,0,24.16,clear sky
547,Oranjemund,NA,-28.55,16.4333,64.18,91,3,10.36,clear sky
548,Soverato,IT,38.685,16.5499,44.55,84,12,3.06,few clouds
549,Caconde,BR,-21.5294,-46.6439,66.43,96,6,2.17,clear sky
550,Callaway,US,30.153,-85.5699,48.9,40,0,11.5,clear sky
551,Massaguet,TD,12.4755,15.4365,72.7,13,67,9.42,broken clouds
552,Erzin,TR,36.9559,36.2,41.72,88,22,3.11,few clouds
553,Busko-Zdroj,PL,50.4708,20.7188,30.99,70,0,5.68,clear sky
554,Kamenka,RU,51.3223,42.7678,7.03,97,83,7.29,broken clouds
555,Morondava,MG,-20.2833,44.2833,78.46,89,23,5.82,few clouds
556,El Cope,PA,8.6167,-80.6,72.86,85,8,6.44,clear sky
557,Churapcha,RU,62.0025,132.4325,-24.12,97,98,2.01,overcast clouds
558,Pangoa,PE,-12.1167,-73.0,68.47,99,100,1.05,overcast clouds
559,Manta,EC,-0.95,-80.7333,78.58,83,75,2.3,broken clouds
560,Tambacounda,SN,13.7539,-13.7586,74.61,15,2,8.08,clear sky
561,Port Blair,IN,11.6667,92.75,69.84,88,20,2.3,mist
562,Noyabrsk,RU,63.1994,75.4507,-13.99,100,96,9.33,overcast clouds
563,Rawlins,US,41.7911,-107.2387,37.62,35,0,24.16,clear sky
564,Chegdomyn,RU,51.1167,133.0167,7.03,86,89,1.5,overcast clouds
565,Wajima,JP,37.4,136.9,39.88,56,40,11.5,scattered clouds
566,Bayanday,RU,53.0661,105.5139,-25.94,100,83,7.34,broken clouds
567,Karwar,IN,14.8,74.1333,71.04,63,6,4.88,clear sky
568,Breyten,ZA,-26.3018,29.987,55.33,75,79,5.57,broken clouds
569,Assiniboia,CA,49.6334,-105.9845,31.91,68,90,20.71,overcast clouds
570,Sakakah,SA,29.9697,40.2064,44.17,31,0,3.67,clear sky
571,Zadar,HR,44.1197,15.2422,42.66,87,40,4.61,scattered clouds
572,Guerrero Negro,MX,27.9769,-114.0611,71.98,32,6,11.07,clear sky
573,Tobermory,CA,45.2501,-81.6665,7.77,74,100,9.24,overcast clouds
574,Namtsy,RU,62.7161,129.6658,-34.49,98,82,1.32,broken clouds
575,Tumpat,MY,6.1978,102.171,75.25,100,40,1.14,scattered clouds
576,Bella Vista,US,36.4295,-94.2316,38.32,49,0,5.75,clear sky
577,Ures,MX,29.4333,-110.4,81.09,12,2,7.74,clear sky
578,Madhavaram,IN,13.1429,80.2325,79.0,79,75,0.0,mist
579,Carballo,ES,43.213,-8.691,50.86,91,35,7.92,scattered clouds
580,Boshnyakovo,RU,49.6333,142.1667,11.03,93,95,6.55,overcast clouds
581,Kanakapura,IN,12.55,77.4167,65.44,87,8,3.91,light rain
582,Gat,IL,31.61,34.7642,52.09,100,99,6.78,overcast clouds
583,Saint-Joseph,RE,-21.3667,55.6167,77.38,84,19,12.24,few clouds
584,Vila Velha,BR,-20.3297,-40.2925,75.15,97,40,2.3,scattered clouds
585,Manicore,BR,-5.8092,-61.3003,73.02,99,100,1.05,overcast clouds
586,Ibra,OM,22.6906,58.5334,62.35,59,5,3.27,clear sky
587,Smoljan,ME,43.0924,19.2286,23.52,96,64,3.96,broken clouds
588,Chara,RU,56.9064,118.2631,-21.53,88,21,0.43,few clouds
589,Batagay,RU,67.6333,134.6333,-19.93,90,93,2.77,overcast clouds
590,San Quintin,MX,30.4833,-115.95,69.69,35,1,9.1,clear sky
591,Manggar,ID,-2.8833,108.2667,81.05,78,45,2.28,scattered clouds
592,Moju,BR,-1.8839,-48.7689,75.27,98,99,2.46,light rain
593,High Level,CA,58.5169,-117.136,3.31,72,75,5.75,broken clouds
594,Nyagan,RU,62.1406,65.3936,-14.13,100,100,2.17,overcast clouds
595,Ola,RU,59.5833,151.2833,3.85,71,99,8.66,overcast clouds
596,Ongole,IN,15.5,80.05,70.0,89,59,6.51,broken clouds
597,Kholodnyy,RU,62.7167,147.95,-27.45,96,74,1.16,broken clouds
598,Nelson Bay,AU,-32.7167,152.15,84.29,57,49,3.0,scattered clouds
599,Novobirilyussy,RU,56.9514,90.6661,-5.67,93,8,8.12,clear sky
600,Kysyl-Syr,RU,63.8986,122.7617,-24.27,100,100,0.18,overcast clouds
601,Kadnikov,RU,59.5022,40.338,26.91,94,100,10.27,overcast clouds
602,Praia,CV,14.9215,-23.5087,72.14,78,20,16.11,few clouds
603,Toledo,ES,39.8333,-4.0,53.11,56,77,16.28,broken clouds
604,Kokopo,PG,-4.352,152.2633,85.51,64,19,8.34,few clouds
605,Buala,SB,-8.145,159.5921,81.55,80,100,6.78,light rain
606,Anda,CN,46.4,125.3167,-3.41,95,100,6.71,overcast clouds
607,Houma,US,29.5958,-90.7195,51.8,44,0,4.61,clear sky
608,Port Keats,AU,-14.25,129.55,80.26,76,100,4.97,overcast clouds
609,Keita,NE,14.7551,5.7749,68.5,12,0,7.83,clear sky
610,Itacarambi,BR,-15.1022,-44.0919,69.89,92,21,1.39,few clouds
611,Cajnice,BA,43.5575,19.0711,22.8,96,70,2.89,broken clouds
612,Mykolayivka,UA,47.5414,30.7561,29.43,71,0,5.28,clear sky
613,Villa Rica,US,33.7321,-84.9191,40.68,54,0,7.9,clear sky
614,Cockburn Town,TC,21.4612,-71.1419,78.76,73,20,9.22,few clouds
615,Whitehorse,CA,60.7161,-135.0538,25.57,68,100,12.66,overcast clouds
616,Havre-Saint-Pierre,CA,50.2334,-63.5986,3.2,71,0,11.5,clear sky
617,Otane,NZ,-39.8833,176.6333,63.01,71,100,10.11,overcast clouds
618,Inirida,CO,3.8653,-67.9239,80.73,67,99,1.59,overcast clouds
619,Sortland,NO,68.6949,15.4162,28.58,82,98,5.35,snow
620,Olinda,BR,-8.0089,-34.8553,83.93,70,40,8.05,scattered clouds
621,Kirya,TZ,-3.9167,37.4833,72.73,81,88,2.95,overcast clouds
622,Miri,MY,4.4148,114.0089,75.34,94,40,13.8,scattered clouds
623,Hami,CN,42.8,93.45,24.06,45,11,5.86,few clouds
624,Awjilah,LY,29.1081,21.2869,52.93,58,0,6.06,clear sky
625,Burns Lake,CA,54.2331,-125.7533,35.02,97,100,2.17,overcast clouds
626,Bac Lieu,VN,9.285,105.7244,81.91,74,45,16.8,scattered clouds
627,Sikasso,ML,10.9167,-7.0,72.88,14,20,5.23,few clouds
628,Spanaway,US,47.104,-122.4346,56.98,61,0,0.0,clear sky
629,Warangal,IN,18.0,79.5833,61.16,91,7,5.21,clear sky
630,Ekhabi,RU,53.5102,142.9671,-5.22,92,15,12.59,few clouds
631,Petrolina,BR,-9.3986,-40.5008,75.25,100,0,3.44,light rain
632,Dalvik,IS,65.9702,-18.5286,8.53,71,99,10.69,overcast clouds
633,Ust-Koksa,RU,50.2696,85.6108,7.72,95,100,1.25,overcast clouds
634,Baruun-Urt,MN,46.6806,113.2792,-15.29,98,52,1.99,broken clouds
635,Garowe,SO,8.4054,48.4845,65.28,78,100,7.72,overcast clouds
636,Naze,JP,28.3667,129.4833,56.32,84,100,18.84,overcast clouds
637,Puerto Ayacucho,VE,5.6639,-67.6236,83.08,49,79,1.86,broken clouds
638,Pendleton,US,45.6721,-118.7886,49.91,57,0,5.99,clear sky
639,Moose Factory,CA,51.2585,-80.6094,-14.82,76,0,2.3,clear sky
640,Nyurba,RU,63.2842,118.3319,-18.08,100,100,1.57,overcast clouds
641,Guanica,PR,17.9716,-66.908,78.06,78,5,3.0,clear sky
642,Honiara,SB,-9.4333,159.95,83.91,78,95,8.01,light rain
643,Sao Felix Do Xingu,BR,-6.6447,-51.995,69.73,92,100,1.59,overcast clouds
644,Sumbe,AO,-11.2061,13.8437,75.29,84,100,3.11,overcast clouds
645,Tuxpan,MX,19.55,-103.4,74.97,44,99,0.81,overcast clouds
646,Natitingou,BJ,10.3042,1.3796,76.96,17,13,4.56,few clouds
647,Bud,US,39.447,-86.1758,21.29,79,87,10.85,overcast clouds
648,Jambi,ID,-1.6,103.6167,77.7,88,92,0.18,overcast clouds
649,Qorveh,IR,35.1664,47.8045,26.71,72,3,2.46,clear sky
650,Gazanjyk,TM,39.2446,55.5154,37.85,63,60,9.86,broken clouds
651,Baykit,RU,61.67,96.37,-21.6,100,56,3.6,broken clouds
652,Kaitangata,NZ,-46.2817,169.8464,62.8,57,97,6.38,overcast clouds
653,Santiago,CL,-33.4569,-70.6483,72.86,56,0,9.22,clear sky
654,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.32,89,12,12.24,few clouds
655,Llanes,ES,43.4198,-4.7549,52.9,76,94,17.83,overcast clouds
656,Kahului,US,20.8947,-156.47,80.62,64,20,14.97,few clouds
657,Ushtobe,KZ,45.2514,77.9838,26.46,88,100,4.03,overcast clouds
658,Kasungu,MW,-13.0333,33.4833,63.55,98,100,3.18,overcast clouds
659,Cayenne,GF,4.9333,-52.3333,80.1,84,0,3.0,clear sky
660,Malanje,AO,-9.5402,16.341,63.07,97,100,4.18,moderate rain
661,Pombal,BR,-6.7703,-37.8017,77.18,76,86,6.6,overcast clouds
662,Vimperk,CZ,49.0586,13.7829,29.86,53,0,3.8,clear sky
663,Sarakhs,IR,36.5449,61.1577,44.74,81,29,4.61,scattered clouds
664,Fairbanks,US,64.8378,-147.7164,10.6,77,100,5.75,light snow
665,Mishan,CN,45.55,131.8833,2.77,93,100,2.46,overcast clouds
666,Lamu,KE,-2.2717,40.902,77.22,86,95,8.16,overcast clouds
667,Borogontsy,RU,62.6683,131.1683,-29.67,96,56,1.57,broken clouds
668,Puerto Leguizamo,CO,-0.1934,-74.7819,73.31,95,100,3.24,light rain
669,Bystrice,CZ,49.6366,18.7204,34.75,90,6,5.88,clear sky
670,Montlucon,FR,46.3333,2.6,51.67,81,100,4.0,overcast clouds
671,Katima Mulilo,NA,-17.5,24.2667,66.7,88,16,4.56,few clouds
672,Araouane,ML,18.9048,-3.5265,60.03,22,7,12.24,clear sky
673,Suoyarvi,RU,62.0833,32.35,31.39,97,100,11.95,light snow
674,Tecoanapa,MX,16.5167,-98.75,80.38,67,99,6.06,overcast clouds
675,Canutama,BR,-6.5339,-64.3831,72.16,99,100,0.65,light rain
676,Rockhampton,AU,-23.3833,150.5,85.89,48,40,17.27,scattered clouds
677,Takab,IR,36.4009,47.1133,16.95,74,22,4.07,few clouds
678,Bida,NG,9.0833,6.0167,78.78,17,6,4.88,clear sky
679,Fochville,ZA,-26.4886,27.4939,71.22,51,6,3.15,clear sky
680,Maragogi,BR,-9.0122,-35.2225,80.37,73,12,12.12,few clouds
681,Shubarshi,KZ,48.5872,57.1869,14.95,94,100,13.67,light snow
